912454,8805	3740090,65	1083870,021	3431243,668	15332581,2	39337944,32	78004682,64	181102537
821268,4871	3745697,643	966607,4795	3131446,916	13673768,43	35225938,33	69565453,62	163347699,3
741571,3448	3757828,805	864816,6623	2872542,502	12233820,89	31666155,48	62239704	147993269
671642,2154	3776036,255	776107,922	2656600,263	10978934,29	28573295,47	55855454,05	134645806,4
610055,9732	3799941,885	698511,7563	2462563,793	9881247,767	25876290,8	50270961,29	123345952,3
555626,4705	3829226,399	630396,4064	2287857,893	8917678,231	23515891,74	45368790,23	112736283,8
507361,5576	3863620,392	570403,2099	2130227,182	8069005,844	21442628,33	41051159,74	102210555,4
464427,4428	3902897,03	517395,554	1987699,162	7319151,921	19615111,59	37236269,3	92811383,25
426120,2804	3946866,026	470418,3231	1858549,725	6654605,256	17998628,39	33855380,53	84421847,56
391843,3911	3995368,64	428665,4952	1741271,785	6063963,747	16563984,81	30850485,08	76932645,86
361088,895	4048273,534	391454,1075	1634547,251	5537566,105	15286556,28	28172431,04	70243511,78
333422,8274	4105473,295	358203,2296	1537222,279	5067194,403	14145508,73	25779409,62	64263693,49
308473,0147	4166881,525	328416,8955	1448285,604	4645832,637	13119679,06	23635726,8	58911839,44
285919,153	4232430,389	301670,1837	1366849,685	4267469,805	12181601,47	21710801,56	54115530,83
265484,651	4302068,54	277597,8121	1292134,353	3926938,575	11325285,43	19978345,02	49810622,11
246929,8948	4375759,367	255884,7538	1223452,667	3619782,53	10556601,44	18415685,12	45940495,53
230046,6639	4453479,501	236258,4821	1160198,715	3342146,467	9859463,053	17003208,47	42455297,14
214653,4826	4535217,543	218482,5374	1101837,074	3090685,397	9219606,221	15723897,39	39337944,32
200591,7352	4620972,978	202351,1697	1051628,695	2862488,749	8631982,351	14562944,33	36530574,65
187722,4084	4710755,252	187684,8604	1008992,367	2655017,028	8091942,344	13507429,57	33982520,29
175923,349	4804582,973	174326,566	969171,6555	2466048,675	7595226,094	12546050,9	31666155,48
165086,9483	4902483,234	162138,5568	931925,009	2293635,344	7137944,662	11668896,11	29557020,06
155118,1797	5004491,033	150999,7471	897035,7322	2136064,139	6716558,118	10867250,8	27633457,95
145932,9315	5110648,771	140803,434	864309,0534	1991825,628	6327851,134	10133435,71	25876290,8
137456,5851	5221005,827	131455,3761	833569,5774	1859586,656	5968907,796	9460668,432	24268525,75
129622,7993	5335618,2	122872,1565	804659,0674	1738167,198	5637086,628	8842945,545	22795095,5
122372,4682	5454548,193	114979,7838	777434,511	1626520,558	5329996,477	8274941,984	21442628,33
115652,8256	5577864,159	107712,4931	751766,4292	1523716,419	5045473,663	7751924,751	20199245,14
109416,6719	5705640,278	101011,7169	727537,3963	1428926,276	4781560,624	7269678,808	19054381
103621,7074	5837956,377	94825,19756	704640,741	1341410,883	4536486,155	6824443,244	17998628,39
98229,95359	5974897,78	89106,22176	684105,3057	1260509,429	4308647,277	6412856,168	17023599,79
93207,25148	6116555,187	83812,95788	666386,7366	1185630,156	4096592,689	6031907,013	16121807,12
88522,82434	6263024,579	78907,88103	649489,9203	1116242,234	3899007,738	5678895,162	15286556,28
84148,89665	6414407,146	74357,27333	633363,8406	1051868,683	3714700,829	5351393,982	14511854,64
80060,36093	6570809,237	70130,78842	617961,3478	992080,2195	3542591,146	5047219,49	13792329,99
76234,48582	6732342,329	66201,0714	603238,8185	936489,8773	3381697,61	4764402,987	13119679,06
72650,65988	6899123,007	62543,42617	589155,8501	884748,3018	3231128,939	4501167,128	12484825,84
69290,16631	7071272,971	59135,52395	575674,9834	836539,6269	3090074,731	4255904,942	11887457,3
66135,98438	7248919,048	55957,14725	562761,4533	791577,853	2961906,363	4027161,402	11325285,43
63172,61414	7432193,22	52989,96456	550382,9627	749603,6599	2846388,325	3813617,213	10802640,38
60385,92143	7621232,668	50217,3318	538509,4778	710381,5981	2736931,041	3614074,524	10317529,21
57763,00054	7816179,82	47624,11696	527113,043	673697,608	2633170,564	3427444,304	9859463,053
55292,0523	8017182,42	45196,54501	516167,6121	639356,826	2535951,842	3252735,182	9426847,126
52962,2758	8224393,597	42922,06047	505648,8961	607181,6407	2445150,188	3089043,558	9018165,678
50763,77186	8437971,955	40789,20548	495534,2234	577009,9672	2358760,371	2935544,823	8631982,351
48687,45706	8658081,659	38787,51137	485802,4139	548693,7144	2276536,362	2791485,562	8266939,385
46724,9869	8884892,544	36907,40223	476433,6637	522097,42	2198245,997	2656176,61	7921755,995
44868,68706	9118580,224	35140,10881	469542,0336	497097,0332	2123670,381	2528986,855	7595226,094
43111,49186	9359326,212	33477,5918	465136,7997	473578,8285	2052603,278	2409337,719	7286215,593
41446,88907	9607318,05	31912,47309	460904,9084	451438,4341	1984850,49	2296698,209	6993659,38
39868,87025	9862749,444	30437,97434	456836,9081	430579,9627	1920229,237	2190580,496	6716558,118
38371,8862	10125820,41	29047,86182	452924,0061	410915,2311	1858567,545	2090535,949	6453974,945
36950,80674	10396737,44	27736,39695	449158,0126	392363,0604	1799703,645	1996151,568	6205032,137
35600,8845	10675713,63	26498,29183	445531,2909	374848,6473	1743485,397	1907046,79	5968907,796
34317,72218	10962968,88	25328,66917	442036,7122	358302,997	1689769,727	1822870,605	5744832,605
33097,24299	11258730,09	24223,02628	438667,6148	342662,4135	1638422,097	1743298,957	5532086,67
31935,66386	11563231,29	23177,20245	435417,7668	327868,0392	1589315,987	1668032,408	5329996,477
30829,47121	11876713,88	22187,34962	432281,3325	313865,4388	1542332,412	1596794,018	5137931,974
29775,3989	12199426,82	21249,90577	429252,8424	300604,2232	1497359,462	1529327,432	4955303,795
28770,40828	12531626,83	20361,57085	426327,1646	288037,7097	1454291,862	1465395,15	4781560,624
27811,66998	12873578,64	19519,28498	423499,48	276122,6127	1413030,563	1404776,957	4616186,693
26896,54741	13225555,21	18720,20868	420765,259	264818,7644	1373482,352	1347268,5	4458699,437
26022,58164	13587837,94	17961,70486	418120,2406	254088,8603	1335559,489	1292679,99	4308647,277
25187,47769	13960716,96	17241,32253	415560,4126	243898,2282	1299179,363	1240835,032	4165607,549
24389,09196	14344491,36	16556,78189	413081,9945	234214,6178	1264264,169	1191569,553	4029184,554
23625,42077	14739469,48	15905,9608	410681,421	225008,0092	1231040,455	1144730,826	3899007,738
22894,58987	15145969,18	15286,88247	408355,3271	216250,438	1199834,136	1100176,582	3774729,998

